Namespace(active_random=0, batch_size=100, batch_size_test=10, dataset='mini_imagenet', dataset_root='datasets', dec_lr=15000, decay_interval=10000, exp_name='minimagenet_N5_S5', iterations=8000, log_interval=20, lr=0.001, metric_network='gnn_iclr_nl', momentum=0.5, no_cuda=False, save_interval=300000, seed=1, test_N_shots=1, test_N_way=5, test_interval=2000, test_samples=30000, train_N_shots=1, train_N_way=5, unlabeled_extra=0)
Using GPU : 0 from 4 devices
Batch size: 100
Initiallize new Network Weights for enc_nn
Initiallize new Network Weights for metric_nn
EmbeddingImagenet(
  (conv1): Conv2d(3, 64, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1), bias=False)
  (bn1): BatchNorm2d(64, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
  (conv2): Conv2d(64, 96, kernel_size=(3, 3), stride=(1, 1), bias=False)
  (bn2): BatchNorm2d(96, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
  (conv3): Conv2d(96, 128, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1), bias=False)
  (bn3): BatchNorm2d(128, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
  (drop_3): Dropout2d(p=0.4)
  (conv4): Conv2d(128, 256, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1), bias=False)
  (bn4): BatchNorm2d(256, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
  (drop_4): Dropout2d(p=0.5)
  (fc1): Linear(in_features=6400, out_features=128, bias=True)
  (bn_fc): BatchNorm1d(128, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
)
MetricNN(
  (gnn_obj): GNN_nl(
    (layer_w0): Wcompute(
      (conv2d_1): Conv2d(133, 192, kernel_size=(1, 1), stride=(1, 1))
      (bn_1): BatchNorm2d(192, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
      (conv2d_2): Conv2d(192, 192, kernel_size=(1, 1), stride=(1, 1))
      (bn_2): BatchNorm2d(192, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
      (conv2d_3): Conv2d(192, 96, kernel_size=(1, 1), stride=(1, 1))
      (bn_3): BatchNorm2d(96, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
      (conv2d_4): Conv2d(96, 96, kernel_size=(1, 1), stride=(1, 1))
      (bn_4): BatchNorm2d(96, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
      (conv2d_last): Conv2d(96, 1, kernel_size=(1, 1), stride=(1, 1))
    )
    (layer_l0): Gconv(
      (fc): Linear(in_features=266, out_features=48, bias=True)
      (bn): BatchNorm1d(48, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
    )
    (layer_w1): Wcompute(
      (conv2d_1): Conv2d(181, 192, kernel_size=(1, 1), stride=(1, 1))
      (bn_1): BatchNorm2d(192, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
      (conv2d_2): Conv2d(192, 192, kernel_size=(1, 1), stride=(1, 1))
      (bn_2): BatchNorm2d(192, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
      (conv2d_3): Conv2d(192, 96, kernel_size=(1, 1), stride=(1, 1))
      (bn_3): BatchNorm2d(96, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
      (conv2d_4): Conv2d(96, 96, kernel_size=(1, 1), stride=(1, 1))
      (bn_4): BatchNorm2d(96, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
      (conv2d_last): Conv2d(96, 1, kernel_size=(1, 1), stride=(1, 1))
    )
    (layer_l1): Gconv(
      (fc): Linear(in_features=362, out_features=48, bias=True)
      (bn): BatchNorm1d(48, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
    )
    (w_comp_last): Wcompute(
      (conv2d_1): Conv2d(229, 192, kernel_size=(1, 1), stride=(1, 1))
      (bn_1): BatchNorm2d(192, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
      (conv2d_2): Conv2d(192, 192, kernel_size=(1, 1), stride=(1, 1))
      (bn_2): BatchNorm2d(192, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
      (conv2d_3): Conv2d(192, 96, kernel_size=(1, 1), stride=(1, 1))
      (bn_3): BatchNorm2d(96, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
      (conv2d_4): Conv2d(96, 96, kernel_size=(1, 1), stride=(1, 1))
      (bn_4): BatchNorm2d(96, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
      (conv2d_last): Conv2d(96, 1, kernel_size=(1, 1), stride=(1, 1))
    )
    (layer_last): Gconv(
      (fc): Linear(in_features=458, out_features=5, bias=True)
    )
  )
)
Train Iter: 0	Loss_d_metric: 1.607520

**** TESTING WITH val ***
535 correct from 1000 	Accuracy: 53.500%)
1077 correct from 2000 	Accuracy: 53.850%)
1624 correct from 3000 	Accuracy: 54.133%)
2189 correct from 4000 	Accuracy: 54.725%)
2735 correct from 5000 	Accuracy: 54.700%)
3284 correct from 6000 	Accuracy: 54.733%)
3828 correct from 7000 	Accuracy: 54.686%)
4368 correct from 8000 	Accuracy: 54.600%)
4926 correct from 9000 	Accuracy: 54.733%)
5465 correct from 10000 	Accuracy: 54.650%)
6013 correct from 11000 	Accuracy: 54.664%)
6575 correct from 12000 	Accuracy: 54.792%)
7132 correct from 13000 	Accuracy: 54.862%)
7726 correct from 14000 	Accuracy: 55.186%)
8272 correct from 15000 	Accuracy: 55.147%)
8272 correct from 15000 	Accuracy: 55.147%)
*** TEST FINISHED ***


**** TESTING WITH test ***
538 correct from 1000 	Accuracy: 53.800%)
1071 correct from 2000 	Accuracy: 53.550%)
1628 correct from 3000 	Accuracy: 54.267%)
2206 correct from 4000 	Accuracy: 55.150%)
2771 correct from 5000 	Accuracy: 55.420%)
3343 correct from 6000 	Accuracy: 55.717%)
3908 correct from 7000 	Accuracy: 55.829%)
4463 correct from 8000 	Accuracy: 55.788%)
5012 correct from 9000 	Accuracy: 55.689%)
5571 correct from 10000 	Accuracy: 55.710%)
6158 correct from 11000 	Accuracy: 55.982%)
6736 correct from 12000 	Accuracy: 56.133%)
7327 correct from 13000 	Accuracy: 56.362%)
7861 correct from 14000 	Accuracy: 56.150%)
8421 correct from 15000 	Accuracy: 56.140%)
8421 correct from 15000 	Accuracy: 56.140%)
*** TEST FINISHED ***


**** TESTING WITH train ***
687 correct from 1000 	Accuracy: 68.700%)
1340 correct from 2000 	Accuracy: 67.000%)
1987 correct from 3000 	Accuracy: 66.233%)
1987 correct from 3000 	Accuracy: 66.233%)
*** TEST FINISHED ***

Best test accuracy 56.1400 

Train Iter: 6000	Loss_d_metric: 0.996586
Train Iter: 6020	Loss_d_metric: 0.965086
Train Iter: 6040	Loss_d_metric: 1.003229
Train Iter: 6060	Loss_d_metric: 1.079871
Train Iter: 6080	Loss_d_metric: 1.034873
Train Iter: 6100	Loss_d_metric: 0.970658
Train Iter: 6120	Loss_d_metric: 0.977350
Train Iter: 6140	Loss_d_metric: 0.941595
Train Iter: 6160	Loss_d_metric: 0.952012
Train Iter: 6180	Loss_d_metric: 0.974857
Train Iter: 6200	Loss_d_metric: 1.011241
Train Iter: 6220	Loss_d_metric: 0.974199
Train Iter: 6240	Loss_d_metric: 1.026976
Train Iter: 6260	Loss_d_metric: 0.939407
Train Iter: 6280	Loss_d_metric: 0.919566
Train Iter: 6300	Loss_d_metric: 0.987763
Train Iter: 6320	Loss_d_metric: 0.946006
Train Iter: 6340	Loss_d_metric: 0.963842
Train Iter: 6360	Loss_d_metric: 0.990463
Train Iter: 6380	Loss_d_metric: 0.961477
Train Iter: 6400	Loss_d_metric: 0.979668
Train Iter: 6420	Loss_d_metric: 0.954120
Train Iter: 6440	Loss_d_metric: 1.005718
Train Iter: 6460	Loss_d_metric: 0.948029
Train Iter: 6480	Loss_d_metric: 0.946445
Train Iter: 6500	Loss_d_metric: 0.985144
Train Iter: 6520	Loss_d_metric: 0.981309
Train Iter: 6540	Loss_d_metric: 1.021513
Train Iter: 6560	Loss_d_metric: 0.959243
Train Iter: 6580	Loss_d_metric: 0.971494
Train Iter: 6600	Loss_d_metric: 1.019841
Train Iter: 6620	Loss_d_metric: 0.937502
Train Iter: 6640	Loss_d_metric: 0.947639
Train Iter: 6660	Loss_d_metric: 0.960846
Train Iter: 6680	Loss_d_metric: 0.963608
Train Iter: 6700	Loss_d_metric: 0.989526
Train Iter: 6720	Loss_d_metric: 0.988064
Train Iter: 6740	Loss_d_metric: 0.984786
Train Iter: 6760	Loss_d_metric: 0.897294
Train Iter: 6780	Loss_d_metric: 0.951066
Train Iter: 6800	Loss_d_metric: 0.957097
Train Iter: 6820	Loss_d_metric: 1.026003
Train Iter: 6840	Loss_d_metric: 0.931343
Train Iter: 6860	Loss_d_metric: 0.905764
Train Iter: 6880	Loss_d_metric: 0.975263
Train Iter: 6900	Loss_d_metric: 0.911449
Train Iter: 6920	Loss_d_metric: 0.885320
Train Iter: 6940	Loss_d_metric: 0.976914
Train Iter: 6960	Loss_d_metric: 0.985446
Train Iter: 6980	Loss_d_metric: 0.897587
Train Iter: 7000	Loss_d_metric: 0.931006
Train Iter: 7020	Loss_d_metric: 0.919793
Train Iter: 7040	Loss_d_metric: 0.927165
Train Iter: 7060	Loss_d_metric: 0.991317
Train Iter: 7080	Loss_d_metric: 0.924926
Train Iter: 7100	Loss_d_metric: 0.917670
Train Iter: 7120	Loss_d_metric: 0.979792
Train Iter: 7140	Loss_d_metric: 0.933720
Train Iter: 7160	Loss_d_metric: 0.897736
Train Iter: 7180	Loss_d_metric: 0.962113
Train Iter: 7200	Loss_d_metric: 0.924676
Train Iter: 7220	Loss_d_metric: 0.876308
Train Iter: 7240	Loss_d_metric: 0.922661
Train Iter: 7260	Loss_d_metric: 0.932750
Train Iter: 7280	Loss_d_metric: 0.950539
Train Iter: 7300	Loss_d_metric: 0.935064
Train Iter: 7320	Loss_d_metric: 0.955147
Train Iter: 7340	Loss_d_metric: 0.939577
Train Iter: 7360	Loss_d_metric: 0.942060
Train Iter: 7380	Loss_d_metric: 0.937099
Train Iter: 7400	Loss_d_metric: 0.989539
Train Iter: 7420	Loss_d_metric: 0.909308
Train Iter: 7440	Loss_d_metric: 0.920511
Train Iter: 7460	Loss_d_metric: 0.906735
Train Iter: 7480	Loss_d_metric: 0.941538
Train Iter: 7500	Loss_d_metric: 0.946817
Train Iter: 7520	Loss_d_metric: 0.988973
Train Iter: 7540	Loss_d_metric: 0.928310
Train Iter: 7560	Loss_d_metric: 0.886003
Train Iter: 7580	Loss_d_metric: 0.951719
Train Iter: 7600	Loss_d_metric: 0.963184
Train Iter: 7620	Loss_d_metric: 0.927596
Train Iter: 7640	Loss_d_metric: 0.875495
Train Iter: 7660	Loss_d_metric: 0.931688
Train Iter: 7680	Loss_d_metric: 0.951941
Train Iter: 7700	Loss_d_metric: 0.946149
Train Iter: 7720	Loss_d_metric: 0.893892
Train Iter: 7740	Loss_d_metric: 0.914077
Train Iter: 7760	Loss_d_metric: 0.884807
Train Iter: 7780	Loss_d_metric: 0.947275
Train Iter: 7800	Loss_d_metric: 0.862345
Train Iter: 7820	Loss_d_metric: 0.893856
Train Iter: 7840	Loss_d_metric: 0.906603
Train Iter: 7860	Loss_d_metric: 0.973148
Train Iter: 7880	Loss_d_metric: 0.875186
Train Iter: 7900	Loss_d_metric: 0.883051
Train Iter: 7920	Loss_d_metric: 0.919967
Train Iter: 7940	Loss_d_metric: 0.956462
Train Iter: 7960	Loss_d_metric: 0.923047
Train Iter: 7980	Loss_d_metric: 0.914877

**** TESTING WITH val ***
566 correct from 1000 	Accuracy: 56.600%)
1139 correct from 2000 	Accuracy: 56.950%)
1709 correct from 3000 	Accuracy: 56.967%)
2264 correct from 4000 	Accuracy: 56.600%)
2856 correct from 5000 	Accuracy: 57.120%)
3433 correct from 6000 	Accuracy: 57.217%)
4007 correct from 7000 	Accuracy: 57.243%)
4574 correct from 8000 	Accuracy: 57.175%)
5151 correct from 9000 	Accuracy: 57.233%)
5721 correct from 10000 	Accuracy: 57.210%)
6322 correct from 11000 	Accuracy: 57.473%)
6888 correct from 12000 	Accuracy: 57.400%)
7461 correct from 13000 	Accuracy: 57.392%)
8058 correct from 14000 	Accuracy: 57.557%)
8643 correct from 15000 	Accuracy: 57.620%)
8643 correct from 15000 	Accuracy: 57.620%)
*** TEST FINISHED ***


**** TESTING WITH test ***
593 correct from 1000 	Accuracy: 59.300%)
1175 correct from 2000 	Accuracy: 58.750%)
1764 correct from 3000 	Accuracy: 58.800%)
2336 correct from 4000 	Accuracy: 58.400%)
2914 correct from 5000 	Accuracy: 58.280%)
3507 correct from 6000 	Accuracy: 58.450%)
4072 correct from 7000 	Accuracy: 58.171%)
4644 correct from 8000 	Accuracy: 58.050%)
5235 correct from 9000 	Accuracy: 58.167%)
5816 correct from 10000 	Accuracy: 58.160%)
6395 correct from 11000 	Accuracy: 58.136%)
6994 correct from 12000 	Accuracy: 58.283%)
7599 correct from 13000 	Accuracy: 58.454%)
8167 correct from 14000 	Accuracy: 58.336%)
8765 correct from 15000 	Accuracy: 58.433%)
8765 correct from 15000 	Accuracy: 58.433%)
*** TEST FINISHED ***


**** TESTING WITH train ***
688 correct from 1000 	Accuracy: 68.800%)
1388 correct from 2000 	Accuracy: 69.400%)
2071 correct from 3000 	Accuracy: 69.033%)
2071 correct from 3000 	Accuracy: 69.033%)
*** TEST FINISHED ***

Best test accuracy 58.4333 

Train Iter: 8000	Loss_d_metric: 0.959346
Train Iter: 8020	Loss_d_metric: 0.911696
Train Iter: 8040	Loss_d_metric: 0.862230
Train Iter: 8060	Loss_d_metric: 0.923885
Train Iter: 8080	Loss_d_metric: 0.862925
Train Iter: 8100	Loss_d_metric: 0.913073
Train Iter: 8120	Loss_d_metric: 0.978410
Train Iter: 8140	Loss_d_metric: 0.889579
Train Iter: 8160	Loss_d_metric: 0.935064
Train Iter: 8180	Loss_d_metric: 0.898081
Train Iter: 8200	Loss_d_metric: 0.972876
Train Iter: 8220	Loss_d_metric: 0.957095
Train Iter: 8240	Loss_d_metric: 0.920523
Train Iter: 8260	Loss_d_metric: 0.934363
Train Iter: 8280	Loss_d_metric: 0.945852
Train Iter: 8300	Loss_d_metric: 0.927427
Train Iter: 8320	Loss_d_metric: 0.918202
Train Iter: 8340	Loss_d_metric: 0.936740
Train Iter: 8360	Loss_d_metric: 0.847179
Train Iter: 8380	Loss_d_metric: 0.876132
Train Iter: 8400	Loss_d_metric: 0.903425
Train Iter: 8420	Loss_d_metric: 0.891649
Train Iter: 8440	Loss_d_metric: 0.894188
Train Iter: 8460	Loss_d_metric: 0.914947
Train Iter: 8480	Loss_d_metric: 0.926346
Train Iter: 8500	Loss_d_metric: 0.922793
Train Iter: 8520	Loss_d_metric: 0.905301
Train Iter: 8540	Loss_d_metric: 0.886294
Train Iter: 8560	Loss_d_metric: 0.848619
Train Iter: 8580	Loss_d_metric: 0.911674
Train Iter: 8600	Loss_d_metric: 0.900981
Train Iter: 8620	Loss_d_metric: 0.927423
Train Iter: 8640	Loss_d_metric: 0.934458
Train Iter: 8660	Loss_d_metric: 0.925240
Train Iter: 8680	Loss_d_metric: 0.862994
Train Iter: 8700	Loss_d_metric: 0.921739
Train Iter: 8720	Loss_d_metric: 0.900001
Train Iter: 8740	Loss_d_metric: 0.893896
Train Iter: 8760	Loss_d_metric: 0.892886
Train Iter: 8780	Loss_d_metric: 0.881672
Train Iter: 8800	Loss_d_metric: 0.896870
Train Iter: 8820	Loss_d_metric: 0.932624
Train Iter: 8840	Loss_d_metric: 0.923584
Train Iter: 8860	Loss_d_metric: 0.872778
Train Iter: 8880	Loss_d_metric: 0.848919
Train Iter: 8900	Loss_d_metric: 0.885498
Train Iter: 8920	Loss_d_metric: 0.876784
Train Iter: 8940	Loss_d_metric: 0.864360
Train Iter: 8960	Loss_d_metric: 0.846947
Train Iter: 8980	Loss_d_metric: 0.886077
Train Iter: 9000	Loss_d_metric: 0.913655
Train Iter: 9020	Loss_d_metric: 0.900613
Train Iter: 9040	Loss_d_metric: 0.907191
Train Iter: 9060	Loss_d_metric: 0.957268
Train Iter: 9080	Loss_d_metric: 0.883412
Train Iter: 9100	Loss_d_metric: 0.868266
Train Iter: 9120	Loss_d_metric: 0.898113
Train Iter: 9140	Loss_d_metric: 0.856351
Train Iter: 9160	Loss_d_metric: 0.896771
Train Iter: 9180	Loss_d_metric: 0.925084
Train Iter: 9200	Loss_d_metric: 0.836280
Train Iter: 9220	Loss_d_metric: 0.851199
Train Iter: 9240	Loss_d_metric: 0.847377
Train Iter: 9260	Loss_d_metric: 0.913036
Train Iter: 9280	Loss_d_metric: 0.870621
Train Iter: 9300	Loss_d_metric: 0.890114
Train Iter: 9320	Loss_d_metric: 0.919499
Train Iter: 9340	Loss_d_metric: 0.808424
Train Iter: 9360	Loss_d_metric: 0.883196
Train Iter: 9380	Loss_d_metric: 0.897075
Train Iter: 9400	Loss_d_metric: 0.836477
Train Iter: 9420	Loss_d_metric: 0.881542
Train Iter: 9440	Loss_d_metric: 0.887551
Train Iter: 9460	Loss_d_metric: 0.913262
Train Iter: 9480	Loss_d_metric: 0.897651
Train Iter: 9500	Loss_d_metric: 0.886327
Train Iter: 9520	Loss_d_metric: 0.837557
Train Iter: 9540	Loss_d_metric: 0.861253
Train Iter: 9560	Loss_d_metric: 0.865074
Train Iter: 9580	Loss_d_metric: 0.878561
Train Iter: 9600	Loss_d_metric: 0.886610
Train Iter: 9620	Loss_d_metric: 0.916909
Train Iter: 9640	Loss_d_metric: 0.865375
Train Iter: 9660	Loss_d_metric: 0.826259
Train Iter: 9680	Loss_d_metric: 0.847294
Train Iter: 9700	Loss_d_metric: 0.865552
Train Iter: 9720	Loss_d_metric: 0.913429
Train Iter: 9740	Loss_d_metric: 0.908361
Train Iter: 9760	Loss_d_metric: 0.881293
Train Iter: 9780	Loss_d_metric: 0.841704
Train Iter: 9800	Loss_d_metric: 0.827246
Train Iter: 9820	Loss_d_metric: 0.879457
Train Iter: 9840	Loss_d_metric: 0.894439
Train Iter: 9860	Loss_d_metric: 0.815598
Train Iter: 9880	Loss_d_metric: 0.832504
Train Iter: 9900	Loss_d_metric: 0.870365
Train Iter: 9920	Loss_d_metric: 0.841335
Train Iter: 9940	Loss_d_metric: 0.923489
Train Iter: 9960	Loss_d_metric: 0.867719
Train Iter: 9980	Loss_d_metric: 0.810464

**** TESTING WITH val ***
596 correct from 1000 	Accuracy: 59.600%)
1155 correct from 2000 	Accuracy: 57.750%)
1774 correct from 3000 	Accuracy: 59.133%)
2371 correct from 4000 	Accuracy: 59.275%)
2975 correct from 5000 	Accuracy: 59.500%)
3566 correct from 6000 	Accuracy: 59.433%)
4197 correct from 7000 	Accuracy: 59.957%)
4787 correct from 8000 	Accuracy: 59.837%)
5370 correct from 9000 	Accuracy: 59.667%)
5935 correct from 10000 	Accuracy: 59.350%)
6526 correct from 11000 	Accuracy: 59.327%)
7133 correct from 12000 	Accuracy: 59.442%)
7755 correct from 13000 	Accuracy: 59.654%)
8356 correct from 14000 	Accuracy: 59.686%)
8930 correct from 15000 	Accuracy: 59.533%)
8930 correct from 15000 	Accuracy: 59.533%)
*** TEST FINISHED ***


**** TESTING WITH test ***
591 correct from 1000 	Accuracy: 59.100%)
1158 correct from 2000 	Accuracy: 57.900%)
1749 correct from 3000 	Accuracy: 58.300%)
2309 correct from 4000 	Accuracy: 57.725%)
2905 correct from 5000 	Accuracy: 58.100%)
3508 correct from 6000 	Accuracy: 58.467%)
4099 correct from 7000 	Accuracy: 58.557%)
4681 correct from 8000 	Accuracy: 58.513%)
5271 correct from 9000 	Accuracy: 58.567%)
5847 correct from 10000 	Accuracy: 58.470%)
6452 correct from 11000 	Accuracy: 58.655%)
7011 correct from 12000 	Accuracy: 58.425%)
7587 correct from 13000 	Accuracy: 58.362%)
8159 correct from 14000 	Accuracy: 58.279%)
8744 correct from 15000 	Accuracy: 58.293%)
8744 correct from 15000 	Accuracy: 58.293%)
*** TEST FINISHED ***


**** TESTING WITH train ***
702 correct from 1000 	Accuracy: 70.200%)
1414 correct from 2000 	Accuracy: 70.700%)
2126 correct from 3000 	Accuracy: 70.867%)
2126 correct from 3000 	Accuracy: 70.867%)
*** TEST FINISHED ***

Best test accuracy 58.2933 

Train Iter: 10000	Loss_d_metric: 0.902914
Train Iter: 10020	Loss_d_metric: 0.868359
Train Iter: 10040	Loss_d_metric: 0.886265
Train Iter: 10060	Loss_d_metric: 0.883911
Train Iter: 10080	Loss_d_metric: 0.871522
Train Iter: 10100	Loss_d_metric: 0.823793
Train Iter: 10120	Loss_d_metric: 0.860446
Train Iter: 10140	Loss_d_metric: 0.780981
Train Iter: 10160	Loss_d_metric: 0.832397
Train Iter: 10180	Loss_d_metric: 0.809559
Train Iter: 10200	Loss_d_metric: 0.853176
Train Iter: 10220	Loss_d_metric: 0.805426
Train Iter: 10240	Loss_d_metric: 0.862124
Train Iter: 10260	Loss_d_metric: 0.927968
Train Iter: 10280	Loss_d_metric: 0.858952
Train Iter: 10300	Loss_d_metric: 0.927133
Train Iter: 10320	Loss_d_metric: 0.921730
Train Iter: 10340	Loss_d_metric: 0.767595
Train Iter: 10360	Loss_d_metric: 0.878732
Train Iter: 10380	Loss_d_metric: 0.856527
Train Iter: 10400	Loss_d_metric: 0.875506
Train Iter: 10420	Loss_d_metric: 0.897987
Train Iter: 10440	Loss_d_metric: 0.854931
Train Iter: 10460	Loss_d_metric: 0.857726
Train Iter: 10480	Loss_d_metric: 0.851047
Train Iter: 10500	Loss_d_metric: 0.815144
Train Iter: 10520	Loss_d_metric: 0.814333
Train Iter: 10540	Loss_d_metric: 0.873681
Train Iter: 10560	Loss_d_metric: 0.858086
Train Iter: 10580	Loss_d_metric: 0.868361
Train Iter: 10600	Loss_d_metric: 0.871740
Train Iter: 10620	Loss_d_metric: 0.836291
Train Iter: 10640	Loss_d_metric: 0.854009
Train Iter: 10660	Loss_d_metric: 0.822092
Train Iter: 10680	Loss_d_metric: 0.873564
Train Iter: 10700	Loss_d_metric: 0.820346
Train Iter: 10720	Loss_d_metric: 0.835805
Train Iter: 10740	Loss_d_metric: 0.823024
Train Iter: 10760	Loss_d_metric: 0.808388
Train Iter: 10780	Loss_d_metric: 0.866121
Train Iter: 10800	Loss_d_metric: 0.858272
Train Iter: 10820	Loss_d_metric: 0.852503
Train Iter: 10840	Loss_d_metric: 0.859886
Train Iter: 10860	Loss_d_metric: 0.833312
Train Iter: 10880	Loss_d_metric: 0.815795
Train Iter: 10900	Loss_d_metric: 0.845713
Train Iter: 10920	Loss_d_metric: 0.841321
Train Iter: 10940	Loss_d_metric: 0.811681
Train Iter: 10960	Loss_d_metric: 0.822254
Train Iter: 10980	Loss_d_metric: 0.790987
Train Iter: 11000	Loss_d_metric: 0.863486
Train Iter: 11020	Loss_d_metric: 0.844236
Train Iter: 11040	Loss_d_metric: 0.834704
Train Iter: 11060	Loss_d_metric: 0.847420
Train Iter: 11080	Loss_d_metric: 0.864217
Train Iter: 11100	Loss_d_metric: 0.809433
Train Iter: 11120	Loss_d_metric: 0.839734
Train Iter: 11140	Loss_d_metric: 0.858624
Train Iter: 11160	Loss_d_metric: 0.798044
Train Iter: 11180	Loss_d_metric: 0.854051
Train Iter: 11200	Loss_d_metric: 0.815774
Train Iter: 11220	Loss_d_metric: 0.819501
Train Iter: 11240	Loss_d_metric: 0.862779
Train Iter: 11260	Loss_d_metric: 0.837455
Train Iter: 11280	Loss_d_metric: 0.874116
Train Iter: 11300	Loss_d_metric: 0.845672
Train Iter: 11320	Loss_d_metric: 0.856879
Train Iter: 11340	Loss_d_metric: 0.822190
Train Iter: 11360	Loss_d_metric: 0.841024
Train Iter: 11380	Loss_d_metric: 0.848064
Train Iter: 11400	Loss_d_metric: 0.852888
Train Iter: 11420	Loss_d_metric: 0.787318
Train Iter: 11440	Loss_d_metric: 0.815016
Train Iter: 11460	Loss_d_metric: 0.919444
Train Iter: 11480	Loss_d_metric: 0.783292
Train Iter: 11500	Loss_d_metric: 0.833929
Train Iter: 11520	Loss_d_metric: 0.812147
Train Iter: 11540	Loss_d_metric: 0.841232
Train Iter: 11560	Loss_d_metric: 0.825123
Train Iter: 11580	Loss_d_metric: 0.854901
Train Iter: 11600	Loss_d_metric: 0.870628
Train Iter: 11620	Loss_d_metric: 0.802572
Train Iter: 11640	Loss_d_metric: 0.799341
Train Iter: 11660	Loss_d_metric: 0.799144
Train Iter: 11680	Loss_d_metric: 0.810329
Train Iter: 11700	Loss_d_metric: 0.858535
Train Iter: 11720	Loss_d_metric: 0.814242
Train Iter: 11740	Loss_d_metric: 0.852503
Train Iter: 11760	Loss_d_metric: 0.842682
Train Iter: 11780	Loss_d_metric: 0.805919
Train Iter: 11800	Loss_d_metric: 0.818886
Train Iter: 11820	Loss_d_metric: 0.881395
Train Iter: 11840	Loss_d_metric: 0.870196
Train Iter: 11860	Loss_d_metric: 0.821776
Train Iter: 11880	Loss_d_metric: 0.751999
Train Iter: 11900	Loss_d_metric: 0.860996
Train Iter: 11920	Loss_d_metric: 0.825549
Train Iter: 11940	Loss_d_metric: 0.798829
Train Iter: 11960	Loss_d_metric: 0.885476
Train Iter: 11980	Loss_d_metric: 0.780622

**** TESTING WITH val ***
616 correct from 1000 	Accuracy: 61.600%)
1225 correct from 2000 	Accuracy: 61.250%)
1793 correct from 3000 	Accuracy: 59.767%)
2408 correct from 4000 	Accuracy: 60.200%)
3006 correct from 5000 	Accuracy: 60.120%)
3612 correct from 6000 	Accuracy: 60.200%)
4197 correct from 7000 	Accuracy: 59.957%)
4830 correct from 8000 	Accuracy: 60.375%)
5463 correct from 9000 	Accuracy: 60.700%)
6053 correct from 10000 	Accuracy: 60.530%)
6669 correct from 11000 	Accuracy: 60.627%)
7250 correct from 12000 	Accuracy: 60.417%)
7859 correct from 13000 	Accuracy: 60.454%)
8448 correct from 14000 	Accuracy: 60.343%)
9043 correct from 15000 	Accuracy: 60.287%)
9043 correct from 15000 	Accuracy: 60.287%)
*** TEST FINISHED ***


**** TESTING WITH test ***
611 correct from 1000 	Accuracy: 61.100%)
1201 correct from 2000 	Accuracy: 60.050%)
1796 correct from 3000 	Accuracy: 59.867%)
2396 correct from 4000 	Accuracy: 59.900%)
3000 correct from 5000 	Accuracy: 60.000%)
3607 correct from 6000 	Accuracy: 60.117%)
4217 correct from 7000 	Accuracy: 60.243%)
4790 correct from 8000 	Accuracy: 59.875%)
5390 correct from 9000 	Accuracy: 59.889%)
6000 correct from 10000 	Accuracy: 60.000%)
6648 correct from 11000 	Accuracy: 60.436%)
7240 correct from 12000 	Accuracy: 60.333%)
7842 correct from 13000 	Accuracy: 60.323%)
8444 correct from 14000 	Accuracy: 60.314%)
9047 correct from 15000 	Accuracy: 60.313%)
9047 correct from 15000 	Accuracy: 60.313%)
*** TEST FINISHED ***


**** TESTING WITH train ***
710 correct from 1000 	Accuracy: 71.000%)
1444 correct from 2000 	Accuracy: 72.200%)
2195 correct from 3000 	Accuracy: 73.167%)
2195 correct from 3000 	Accuracy: 73.167%)
*** TEST FINISHED ***

Best test accuracy 60.3133 

Train Iter: 12000	Loss_d_metric: 0.788843
Train Iter: 12020	Loss_d_metric: 0.830931
Train Iter: 12040	Loss_d_metric: 0.837479
Train Iter: 12060	Loss_d_metric: 0.877908
Train Iter: 12080	Loss_d_metric: 0.803424
Train Iter: 12100	Loss_d_metric: 0.836581
Train Iter: 12120	Loss_d_metric: 0.833569
Train Iter: 12140	Loss_d_metric: 0.846045
Train Iter: 12160	Loss_d_metric: 0.836880
Train Iter: 12180	Loss_d_metric: 0.800267
Train Iter: 12200	Loss_d_metric: 0.822695
Train Iter: 12220	Loss_d_metric: 0.833989
